fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.68048,0.00688,0.01402,0.89282,0.00046,3.5303,0.64411,8.43406,0.63083,2.15662,0.01871,0.79894,0.16068,0.0,0.12648,0.45229,0.0,0.0,0.0,0.29583,0.0,0.80705,0.0,0.0
0.67974,0.00731,0.01305,0.91808,0.00039,3.09405,0.64411,6.93635,0.57064,1.83538,0.01528,0.82292,0.19573,0.0,0.12423,0.46443,0.0,0.0,0.0,0.28109,0.0,1.0,0.0,0.0
0.67613,0.00794,0.01373,0.91422,0.00041,3.00533,0.68705,6.76277,0.61936,1.8643,0.0154,0.80264,0.20767,0.0,0.12849,0.47077,0.0,0.0,0.0,0.2831,0.0,1.0,0.0,0.0
0.67589,0.00511,0.00898,0.88168,0.00044,3.63459,0.52433,6.66973,0.6547,2.16111,0.01616,0.88824,0.23377,0.0,0.17568,0.49557,0.0,0.0,0.0,0.2926,0.0,1.0,0.0,0.0
0.68374,0.00636,0.00996,0.86392,0.00044,3.65055,0.64428,8.27527,0.5894,1.90852,0.01625,0.9,0.17086,0.0,0.16566,0.5326,0.0,0.0,0.0,0.31259,0.0,1.0,0.0,0.0
0.67344,0.00746,0.00994,0.87741,0.00044,3.91736,0.62919,7.51722,0.4328,2.08479,0.01763,0.66909,0.21828,0.0,0.14031,0.49557,0.0,0.0,0.0,0.28681,0.0,1.0,0.0,0.0
0.68425,0.0061,0.00994,0.82507,0.00043,3.82544,0.62801,8.10183,0.62219,1.92757,0.01625,0.75905,0.20432,0.0,0.14303,0.49557,0.0,0.0,0.0,0.36642,0.0,0.93781,0.0,0.0
0.68401,0.00642,0.01079,0.88168,0.00044,3.66318,0.70145,6.15994,0.54208,1.81558,0.01667,0.8014,0.16206,0.0,0.14303,0.49339,0.0,0.0,0.0,0.27516,0.0,0.927,0.0,0.0
0.6814,0.00736,0.01298,0.91821,0.0004,3.04379,0.64411,7.77682,0.55443,1.67384,0.0149,0.77239,0.20537,0.0,0.1182,0.44286,0.0,0.0,0.0,0.26986,0.0,0.95334,0.0,0.0
0.67869,0.00687,0.01006,0.88168,0.00043,3.50907,0.64411,7.89874,0.63083,1.86867,0.01521,0.85699,0.18496,0.0,0.1362,0.4697,0.0,0.0,0.0,0.32427,0.0,1.0,0.0,0.0
0.67771,0.00671,0.0105,0.8525,0.00045,3.84433,0.60585,6.2907,0.57632,1.72689,0.01615,0.83008,0.22492,0.0,0.13804,0.49557,0.0,0.0,0.0,0.27318,0.0,1.0,0.0,0.0
0.68101,0.00629,0.01272,0.86466,0.00056,3.50907,0.84965,7.19502,0.60493,2.0293,0.02073,0.9,0.2409,0.0,0.15988,0.42667,0.0,0.0,0.0,0.30376,0.0,1.0,0.0,0.0
0.67738,0.0049,0.00917,0.81515,0.0005,3.50907,0.5132,7.68064,0.63083,2.22302,0.01904,0.68849,0.17833,0.0,0.15197,0.49557,0.0,0.0,0.0,0.28509,0.0,0.78843,0.0,0.0
0.6837,0.00719,0.01301,0.91422,0.00038,3.12579,0.64411,6.90324,0.57149,1.86447,0.01581,0.82339,0.19686,0.0,0.12406,0.46315,0.0,0.0,0.0,0.2831,0.0,0.98511,0.0,0.0
0.68082,0.00713,0.01295,0.91758,0.00041,3.06113,0.64411,6.6938,0.57701,1.83397,0.01525,0.84094,0.19626,0.0,0.1302,0.4699,0.0,0.0,0.0,0.2918,0.0,1.0,0.0,0.0
0.68203,0.00642,0.01081,0.88168,0.00045,4.4576,0.64411,8.54709,0.47498,1.84197,0.01548,0.9,0.20652,0.0,0.14303,0.52516,0.0,0.0,0.0,0.28006,0.0,1.0,0.0,0.0
0.67545,0.00728,0.01149,0.85363,0.00033,3.26685,0.55119,6.93635,0.5895,1.99737,0.01683,0.82202,0.21433,0.0,0.10603,0.26594,0.0,0.0,0.0,0.3323,0.0,0.77867,0.0,0.0
0.68208,0.00645,0.00957,0.87274,0.00043,3.53374,0.67532,7.49928,0.63083,1.96247,0.01574,0.9,0.19176,0.0,0.14196,0.49557,0.0,0.0,0.0,0.30617,0.0,1.0,0.0,0.0
0.67878,0.00592,0.01031,0.80577,0.00042,3.62963,0.48374,6.55654,0.72511,1.98981,0.01617,0.9,0.21265,0.0,0.15752,0.52724,0.0,0.0,0.0,0.29724,0.0,0.94213,0.0,0.0
0.67711,0.00728,0.01358,0.89402,0.0004,2.87368,0.59496,6.93635,0.51858,1.94524,0.01523,0.82202,0.18095,0.0,0.12406,0.47784,0.0,0.0,0.0,0.29124,0.0,1.0,0.0,0.0
0.67893,0.00722,0.01275,0.91422,0.00036,3.0934,0.65509,7.32188,0.59165,1.82781,0.01525,0.84422,0.2147,0.0,0.12981,0.4699,0.0,0.0,0.0,0.2831,0.0,1.0,0.0,0.0
0.67544,0.00641,0.00898,0.879,0.00044,3.50907,0.60238,7.43208,0.63083,1.91115,0.01678,0.9,0.21676,0.0,0.14548,0.55308,0.0,0.0,0.0,0.3216,0.0,1.0,0.0,0.0
0.67367,0.00707,0.01298,0.91422,0.00039,3.10588,0.627,7.01928,0.5554,1.88367,0.01575,0.82202,0.1792,0.0,0.12548,0.494,0.0,0.0,0.0,0.2696,0.0,1.0,0.0,0.0
0.68604,0.0079,0.0128,0.857,0.00042,2.45111,0.64411,6.51707,0.54683,2.16354,0.01811,0.8466,0.19292,0.0,0.10431,0.43393,0.0,0.0,0.0,0.32684,0.0,0.98791,0.0,0.0
0.68436,0.00692,0.00994,0.872,0.00031,3.50907,0.64862,6.88212,0.63083,1.91115,0.01625,0.9,0.15932,0.0,0.13706,0.47135,0.0,0.0,0.0,0.31318,0.0,1.0,0.0,0.0
0.6851,0.0079,0.0128,0.85109,0.00042,2.67196,0.4633,6.08661,0.52257,2.16354,0.01686,0.72608,0.19861,0.0,0.104,0.41375,0.0,0.0,0.0,0.24097,0.0,0.73594,0.0,0.0
0.67844,0.00849,0.0128,0.8309,0.00045,2.51735,0.64411,5.16413,0.67413,2.3987,0.019,0.9,0.20978,0.0,0.11049,0.46328,0.0,0.0,0.0,0.29986,0.0,0.98791,0.0,0.0
0.68518,0.00612,0.01226,0.91422,0.00035,3.10651,0.64411,6.84768,0.57149,1.90803,0.01336,0.8041,0.1923,0.0,0.1311,0.48348,0.0,0.0,0.0,0.27525,0.0,1.0,0.0,0.0
0.68118,0.00764,0.01324,0.90496,0.0004,2.93231,0.64411,7.12506,0.59837,1.90481,0.01472,0.82202,0.18871,0.0,0.12406,0.48377,0.0,0.0,0.0,0.30137,0.0,1.0,0.0,0.0
0.68812,0.00672,0.00896,0.84388,0.00047,3.08506,0.64622,7.25785,0.63083,1.87849,0.01666,0.89469,0.19292,0.0,0.14955,0.45119,0.0,0.0,0.0,0.30376,0.0,1.0,0.0,0.0
0.68086,0.00672,0.00659,0.82337,0.00047,3.37926,0.62376,8.28473,0.54758,1.87849,0.01778,0.9,0.19292,0.0,0.15917,0.45119,0.0,0.0,0.0,0.30845,0.0,0.95117,0.0,0.0
0.67946,0.00664,0.00924,0.83846,0.00046,3.14727,0.64622,7.17944,0.63083,1.86614,0.01628,0.9,0.18948,0.0,0.14955,0.45119,0.0,0.0,0.0,0.30376,0.0,1.0,0.0,0.0
0.6733,0.00789,0.01435,0.91422,0.00039,3.10588,0.47326,6.3958,0.64179,2.16137,0.01525,0.9,0.18846,0.0,0.10954,0.4699,0.0,0.0,0.0,0.28183,0.0,0.90453,0.0,0.0
0.68368,0.00505,0.0092,0.84482,0.0005,3.84001,0.64411,8.75125,0.6017,1.43697,0.01625,0.9,0.19292,0.0,0.10289,0.49557,0.0,0.0,0.0,0.2823,0.0,0.97982,0.0,0.0
0.68156,0.00665,0.00896,0.84672,0.00053,3.08506,0.61414,7.63444,0.64943,1.87849,0.01691,0.89469,0.19292,0.0,0.1407,0.43828,0.0,0.0,0.0,0.29521,0.0,0.91099,0.0,0.0
0.67837,0.00679,0.00994,0.89154,0.00044,3.49092,0.65497,7.65365,0.66769,1.97744,0.01758,0.84416,0.19292,0.0,0.11565,0.50665,0.0,0.0,0.0,0.30086,0.0,1.0,0.0,0.0
0.68333,0.00927,0.01206,0.80366,0.0005,1.81979,0.78713,6.96346,0.49343,2.1867,0.01948,0.53476,0.19166,0.0,0.06817,0.43393,0.0,0.0,0.0,0.32684,0.0,1.0,0.0,0.0
0.68064,0.00667,0.01067,0.84199,0.00047,3.13721,0.53348,7.17027,0.5936,2.04312,0.01529,0.82033,0.21855,0.0,0.14955,0.50954,0.0,0.0,0.0,0.30839,0.0,0.81041,0.0,0.0
0.6794,0.00576,0.00822,0.87192,0.00047,3.50907,0.67258,7.19219,0.55158,1.91115,0.01302,0.89425,0.18142,0.0,0.14303,0.54445,0.0,0.0,0.0,0.27443,0.0,1.0,0.0,0.0
0.67915,0.00672,0.00726,0.88319,0.00048,2.5218,0.61562,7.08101,0.59516,1.69711,0.01958,0.9,0.20841,0.0,0.14955,0.5558,0.0,0.0,0.0,0.32235,0.0,0.84936,0.0,0.0
0.68438,0.00639,0.00893,0.84388,0.00047,3.03254,0.69757,6.84271,0.65475,1.86024,0.01654,0.9,0.19688,0.0,0.14967,0.45119,0.0,0.0,0.0,0.28829,0.0,0.96918,0.0,0.0
0.68141,0.00644,0.00912,0.86873,0.00052,2.98685,0.64622,7.25785,0.63083,1.83846,0.01569,0.89469,0.19292,0.0,0.17726,0.41343,0.0,0.0,0.0,0.30376,0.0,0.92366,0.0,0.0
0.68014,0.00542,0.00829,0.84388,0.00047,3.08506,0.60147,7.82788,0.79342,2.15893,0.01578,0.9,0.15626,0.0,0.12819,0.49335,0.0,0.0,0.0,0.30394,0.0,1.0,0.0,0.0
0.68102,0.00688,0.01218,0.91915,0.00039,3.11523,0.7023,6.58064,0.57148,1.80073,0.01608,0.79966,0.19626,0.0,0.11822,0.4699,0.0,0.0,0.0,0.27157,0.0,1.0,0.0,0.0
0.67837,0.00675,0.01011,0.86225,0.00044,3.67908,0.64411,7.51722,0.71773,2.19658,0.01567,0.78744,0.18737,0.0,0.15748,0.53646,0.0,0.0,0.0,0.25603,0.0,0.89462,0.0,0.0
0.68145,0.00791,0.0097,0.81325,0.00034,3.08506,0.56174,7.25785,0.63083,2.06414,0.01256,0.9,0.19292,0.0,0.16844,0.43326,0.0,0.0,0.0,0.23776,0.0,1.0,0.0,0.0
0.6777,0.00827,0.009,0.85458,0.00039,2.2867,0.76427,6.85253,0.56694,2.63782,0.01811,0.88495,0.18672,0.0,0.13581,0.52204,0.0,0.0,0.0,0.34895,0.0,0.90086,0.0,0.0
0.68213,0.00778,0.01012,0.91014,0.00043,3.13953,0.61251,7.43015,0.66711,1.90634,0.0164,0.80152,0.19883,0.0,0.13013,0.41503,0.0,0.0,0.0,0.30376,0.0,0.96608,0.0,0.0
0.68485,0.00671,0.00989,0.88209,0.00044,3.55113,0.64364,7.53957,0.62833,1.92171,0.0161,0.89894,0.19299,0.0,0.14399,0.49896,0.0,0.0,0.0,0.3022,0.0,1.0,0.0,0.0
0.67447,0.00712,0.00896,0.86039,0.00046,3.31261,0.64622,7.25785,0.66257,1.98938,0.01667,0.87376,0.18536,0.0,0.154,0.47065,0.0,0.0,0.0,0.30043,0.0,1.0,0.0,0.0
0.6771,0.00668,0.00997,0.88345,0.00044,3.50967,0.64889,7.40325,0.62317,1.92527,0.01601,0.9,0.19393,0.0,0.14233,0.50458,0.0,0.0,0.0,0.29946,0.0,1.0,0.0,0.0
0.6808,0.00627,0.00895,0.86016,0.00052,3.50907,0.62517,7.32216,0.70177,2.02606,0.01657,0.9,0.21317,0.0,0.14303,0.49739,0.0,0.0,0.0,0.28722,0.0,0.97308,0.0,0.0
0.67292,0.00861,0.00789,0.8897,0.00047,3.50907,0.73986,7.51722,0.62512,2.48156,0.01464,0.9,0.18183,0.0,0.09341,0.60366,0.0,0.0,0.0,0.28518,0.0,0.71083,0.0,0.0
0.67458,0.00726,0.01365,0.91816,0.00039,3.10588,0.64446,6.94197,0.58733,1.74784,0.01525,0.81586,0.19015,0.0,0.12226,0.46358,0.0,0.0,0.0,0.28893,0.0,1.0,0.0,0.0
0.68676,0.00728,0.01298,0.90854,0.00039,3.34045,0.64411,6.88986,0.66457,1.83397,0.01683,0.84709,0.19626,0.0,0.13033,0.44899,0.0,0.0,0.0,0.24541,0.0,0.94318,0.0,0.0
0.68212,0.00655,0.00896,0.82379,0.00048,3.29187,0.62179,8.02692,0.6332,1.75716,0.01613,0.9,0.18723,0.0,0.14955,0.45202,0.0,0.0,0.0,0.3338,0.0,0.81709,0.0,0.0
0.67768,0.00667,0.00897,0.84776,0.00047,3.23801,0.60072,7.25785,0.63741,1.87849,0.0176,0.88922,0.19292,0.0,0.14362,0.46742,0.0,0.0,0.0,0.29413,0.0,0.95882,0.0,0.0
0.68182,0.00728,0.01203,0.84127,0.00035,3.10588,0.58185,6.93635,0.57149,1.82448,0.01647,0.9,0.21557,0.0,0.12406,0.46137,0.0,0.0,0.0,0.2831,0.0,0.85677,0.0,0.0
0.68281,0.0073,0.01457,0.91422,0.00039,3.28612,0.66067,7.36967,0.5856,1.64446,0.01525,0.82202,0.19626,0.0,0.11691,0.53439,0.0,0.0,0.0,0.31883,0.0,0.96581,0.0,0.0
0.67389,0.00588,0.00751,0.82731,0.00048,3.1957,0.64411,7.66783,0.62447,1.79659,0.01485,0.9,0.1939,0.0,0.13339,0.52682,0.0,0.0,0.0,0.26379,0.0,0.96902,0.0,0.0
0.68441,0.00638,0.011,0.83856,0.00037,3.50907,0.6692,6.74476,0.5731,1.98841,0.01508,0.9,0.18371,0.0,0.14303,0.49557,0.0,0.0,0.0,0.28514,0.0,1.0,0.0,0.0
0.68059,0.00704,0.01298,0.90854,0.00036,3.32409,0.62704,4.59427,0.84641,2.27099,0.0192,0.84709,0.19626,0.0,0.12048,0.44899,0.0,0.0,0.0,0.29717,0.0,0.72238,0.0,0.0
0.68824,0.00672,0.00896,0.85186,0.00051,3.69965,0.57429,7.25785,0.64506,2.05985,0.0137,0.9,0.19292,0.0,0.12674,0.38942,0.0,0.0,0.0,0.34696,0.0,0.96341,0.0,0.0
0.68585,0.00667,0.00891,0.84119,0.00047,3.07003,0.64903,7.22569,0.63172,1.86598,0.01654,0.89427,0.19292,0.0,0.14563,0.44651,0.0,0.0,0.0,0.31302,0.0,1.0,0.0,0.0
0.68312,0.00667,0.00896,0.84729,0.00051,3.7314,0.56391,7.25785,0.64506,2.05537,0.01398,0.87909,0.18928,0.0,0.12416,0.38942,0.0,0.0,0.0,0.34167,0.0,0.96341,0.0,0.0
0.6817,0.00669,0.00751,0.84388,0.0006,3.08506,0.64622,8.88743,0.73159,2.29319,0.02108,0.9,0.16228,0.0,0.14319,0.44429,0.0,0.0,0.0,0.30376,0.0,1.0,0.0,0.0
0.68034,0.00514,0.00747,0.84785,0.00051,4.36571,0.57399,8.15659,0.43058,2.31734,0.01157,0.80076,0.16192,0.0,0.14356,0.38942,0.0,0.0,0.0,0.41182,0.0,0.96341,0.0,0.0
0.6846,0.00673,0.00918,0.84959,0.00047,2.99834,0.61832,7.25785,0.63083,1.93554,0.017,0.9,0.19826,0.0,0.15934,0.45119,0.0,0.0,0.0,0.30376,0.0,1.0,0.0,0.0
0.67974,0.00728,0.01299,0.90854,0.00039,3.34426,0.64117,6.88986,0.66724,1.83435,0.01689,0.84709,0.19725,0.0,0.13033,0.44843,0.0,0.0,0.0,0.24403,0.0,0.93939,0.0,0.0
0.67882,0.00666,0.00703,0.88426,0.00052,3.40597,0.63265,5.44018,0.65823,2.05985,0.01119,0.9,0.18895,0.0,0.13452,0.3825,0.0,0.0,0.0,0.34696,0.0,0.86183,0.0,0.0
0.68181,0.00373,0.01112,0.85916,0.00046,3.59048,0.46915,6.01893,0.75093,1.89839,0.01237,0.81116,0.22689,0.0,0.11765,0.48703,0.0,0.0,0.0,0.30376,0.0,1.0,0.0,0.0
0.68526,0.00657,0.00946,0.85186,0.00048,3.96154,0.65286,6.93436,0.37096,1.7021,0.01425,0.9,0.19292,0.0,0.12674,0.38381,0.0,0.0,0.0,0.4176,0.0,0.98722,0.0,0.0
0.68522,0.00698,0.00643,0.85186,0.00049,4.58062,0.67295,7.25785,0.52512,1.9228,0.02081,0.9,0.19292,0.0,0.1248,0.39648,0.0,0.0,0.0,0.39379,0.0,0.96341,0.0,0.0
0.67395,0.00672,0.00896,0.86389,0.00055,3.69965,0.56591,7.16566,0.66928,2.04577,0.01353,0.9,0.18876,0.0,0.12674,0.39724,0.0,0.0,0.0,0.36613,0.0,0.99299,0.0,0.0
0.68617,0.00671,0.00994,0.85603,0.00047,3.71713,0.38132,6.23779,0.65975,2.06736,0.01795,0.9,0.20985,0.0,0.11621,0.52746,0.0,0.0,0.0,0.32542,0.0,1.0,0.0,0.0
0.6802,0.00652,0.00838,0.86424,0.00045,3.25504,0.57429,6.60646,0.75942,2.06424,0.0137,0.9,0.24069,0.0,0.13511,0.39034,0.0,0.0,0.0,0.32184,0.0,0.97271,0.0,0.0
0.67965,0.00652,0.00956,0.8345,0.00044,3.6838,0.64622,6.35734,0.65998,2.01597,0.01666,0.88357,0.19424,0.0,0.17076,0.40605,0.0,0.0,0.0,0.29063,0.0,0.9283,0.0,0.0
0.68744,0.00699,0.01031,0.88392,0.00044,3.54959,0.63225,7.74712,0.62523,1.91115,0.01655,0.9,0.18288,0.0,0.13284,0.49557,0.0,0.0,0.0,0.28425,0.0,1.0,0.0,0.0
0.68423,0.00672,0.01002,0.87727,0.00051,3.42002,0.57429,7.25785,0.59773,1.88765,0.01366,0.9,0.20327,0.0,0.1411,0.37642,0.0,0.0,0.0,0.34696,0.0,0.96341,0.0,0.0
0.6789,0.00595,0.00931,0.84879,0.00054,4.48589,0.5298,7.25785,0.67845,2.05985,0.01536,0.82427,0.20021,0.0,0.12287,0.46588,0.0,0.0,0.0,0.32954,0.0,0.86056,0.0,0.0
0.68397,0.00705,0.01031,0.87936,0.00044,3.55797,0.63073,7.81932,0.61716,1.91308,0.0165,0.89866,0.18298,0.0,0.13264,0.49559,0.0,0.0,0.0,0.2837,0.0,1.0,0.0,0.0
0.68542,0.00672,0.00923,0.85186,0.0005,3.72309,0.5589,7.58212,0.64506,2.01911,0.0138,0.9,0.19292,0.0,0.12674,0.39724,0.0,0.0,0.0,0.36349,0.0,0.95709,0.0,0.0
0.68132,0.00699,0.01036,0.87755,0.0005,3.76577,0.74622,6.26052,0.53902,1.90949,0.01603,0.89086,0.19705,0.0,0.13284,0.49557,0.0,0.0,0.0,0.28425,0.0,0.95779,0.0,0.0
0.68607,0.00694,0.00886,0.8735,0.00054,4.78227,0.57429,6.33738,0.74497,2.25686,0.0137,0.87274,0.19292,0.0,0.12674,0.35548,0.0,0.0,0.0,0.36825,0.0,1.0,0.0,0.0
0.67976,0.00729,0.00883,0.833,0.00057,3.25642,0.51778,6.76911,0.65409,2.14195,0.01185,0.9,0.19292,0.0,0.11979,0.3704,0.0,0.0,0.0,0.36434,0.0,1.0,0.0,0.0
0.68842,0.00662,0.00891,0.84534,0.00047,3.08506,0.63777,7.27311,0.63193,1.85999,0.01689,0.89469,0.19547,0.0,0.14941,0.45001,0.0,0.0,0.0,0.30407,0.0,1.0,0.0,0.0
0.68376,0.00687,0.00853,0.82912,0.00048,3.08506,0.64952,6.96494,0.62792,1.85999,0.01689,0.88217,0.20263,0.0,0.15734,0.46916,0.0,0.0,0.0,0.29865,0.0,0.97574,0.0,0.0
0.68442,0.00659,0.00958,0.84874,0.00046,3.08506,0.65692,7.90204,0.64593,1.87849,0.01638,0.84036,0.19498,0.0,0.14418,0.47169,0.0,0.0,0.0,0.30376,0.0,0.99883,0.0,0.0
0.68066,0.00637,0.00891,0.84801,0.00049,2.8923,0.63522,7.07258,0.64027,1.85999,0.01801,0.85769,0.19498,0.0,0.15902,0.42741,0.0,0.0,0.0,0.30407,0.0,1.0,0.0,0.0
0.68028,0.00662,0.0091,0.8482,0.00045,2.97957,0.65933,7.42451,0.63193,2.03201,0.01894,0.86106,0.20552,0.0,0.15468,0.48199,0.0,0.0,0.0,0.29514,0.0,1.0,0.0,0.0
0.68484,0.00699,0.01031,0.85763,0.00047,3.39863,0.57285,7.14169,0.60783,1.53984,0.01367,0.73414,0.16458,0.0,0.13452,0.49557,0.0,0.0,0.0,0.34029,0.0,1.0,0.0,0.0
0.67908,0.00674,0.00896,0.84002,0.00046,3.09337,0.64622,7.27443,0.64324,1.82241,0.01632,0.89469,0.19386,0.0,0.14955,0.44899,0.0,0.0,0.0,0.30376,0.0,0.97654,0.0,0.0
0.67806,0.00672,0.00896,0.84385,0.00047,3.08485,0.64612,7.2564,0.63083,1.87848,0.01666,0.89474,0.19297,0.0,0.14956,0.45113,0.0,0.0,0.0,0.30376,0.0,0.99998,0.0,0.0
0.68609,0.00709,0.00896,0.83921,0.00045,2.82592,0.66948,6.7932,0.73528,1.77887,0.01666,0.89469,0.178,0.0,0.14488,0.45119,0.0,0.0,0.0,0.29918,0.0,0.99184,0.0,0.0
0.67736,0.00614,0.00896,0.85138,0.00047,3.08506,0.65552,7.45056,0.63193,1.83037,0.01689,0.88049,0.18024,0.0,0.14941,0.44968,0.0,0.0,0.0,0.31712,0.0,1.0,0.0,0.0
0.68309,0.00458,0.01024,0.81178,0.00047,3.49201,0.65744,9.02059,0.63193,2.37692,0.01689,0.89469,0.14836,0.0,0.13028,0.3193,0.0,0.0,0.0,0.30407,0.0,1.0,0.0,0.0
0.68122,0.00659,0.00912,0.84333,0.00046,3.06765,0.61779,7.14351,0.62996,1.85999,0.01693,0.88972,0.19468,0.0,0.14892,0.44409,0.0,0.0,0.0,0.30352,0.0,0.99582,0.0,0.0
0.68019,0.00671,0.00898,0.85443,0.00051,3.60104,0.5707,7.20923,0.65493,2.1023,0.01398,0.9,0.1948,0.0,0.11985,0.37465,0.0,0.0,0.0,0.34696,0.0,1.0,0.0,0.0
0.68175,0.00745,0.00999,0.8667,0.00051,3.49056,0.61169,6.51659,0.64506,1.97251,0.0137,0.9,0.21469,0.0,0.1308,0.39614,0.0,0.0,0.0,0.34696,0.0,0.9732,0.0,0.0
0.68456,0.00563,0.00896,0.86641,0.00055,3.79208,0.64451,5.89993,0.61561,2.37256,0.01233,0.9,0.15782,0.0,0.1223,0.4276,0.0,0.0,0.0,0.34696,0.0,0.96341,0.0,0.0
0.67637,0.00667,0.00961,0.82858,0.00047,3.01401,0.59308,7.27311,0.67733,1.91364,0.01401,0.84996,0.23216,0.0,0.14367,0.44457,0.0,0.0,0.0,0.30407,0.0,0.90981,0.0,0.0
0.67795,0.00662,0.01126,0.82569,0.00035,2.67119,0.72771,7.27311,0.55461,1.69968,0.01263,0.83066,0.17043,0.0,0.22667,0.54334,0.0,0.0,0.0,0.30154,0.0,1.0,0.0,0.0
0.68386,0.00594,0.00896,0.88444,0.00048,3.69965,0.50242,7.25785,0.65809,1.4148,0.01472,0.9,0.21248,0.0,0.14724,0.31341,0.0,0.0,0.0,0.2861,0.0,1.0,0.0,0.0
0.68363,0.00565,0.00896,0.86271,0.00045,3.08506,0.66779,7.25785,0.62736,1.82488,0.01792,0.89653,0.19292,0.0,0.15263,0.48324,0.0,0.0,0.0,0.26478,0.0,1.0,0.0,0.0
0.68484,0.00691,0.01025,0.8625,0.00073,4.06018,0.6614,5.76081,0.69659,2.35404,0.01206,0.84288,0.19292,0.0,0.12674,0.34776,0.0,0.0,0.0,0.35075,0.0,0.81778,0.0,0.0
0.68448,0.00656,0.00884,0.84534,0.00047,3.09539,0.63309,7.22989,0.61975,1.8771,0.01689,0.9,0.19547,0.0,0.14941,0.4524,0.0,0.0,0.0,0.29364,0.0,1.0,0.0,0.0
0.68082,0.00713,0.00878,0.84388,0.00047,3.01027,0.63853,7.10017,0.64627,1.8767,0.01666,0.89023,0.19125,0.0,0.14748,0.44945,0.0,0.0,0.0,0.29934,0.0,0.96705,0.0,0.0
0.68163,0.00935,0.00959,0.83078,0.00047,3.08991,0.57097,8.59967,0.7314,1.66863,0.01535,0.63743,0.23175,0.0,0.1343,0.45001,0.0,0.0,0.0,0.25413,0.0,0.90822,0.0,0.0
0.6863,0.00672,0.00912,0.84903,0.00047,3.06561,0.64622,7.20455,0.64348,1.89413,0.01669,0.9,0.19292,0.0,0.14786,0.45537,0.0,0.0,0.0,0.30208,0.0,0.97021,0.0,0.0
0.6816,0.00666,0.00896,0.84388,0.00047,3.84527,0.66624,7.25785,0.63012,1.87849,0.01979,0.9,0.19292,0.0,0.17677,0.44621,0.0,0.0,0.0,0.3305,0.0,1.0,0.0,0.0
0.68846,0.00704,0.00835,0.8342,0.00047,3.46602,0.61479,7.77006,0.59975,1.84155,0.01688,0.9,0.18649,0.0,0.14847,0.5311,0.0,0.0,0.0,0.30228,0.0,0.98957,0.0,0.0
0.67579,0.00589,0.01111,0.85607,0.00051,4.1392,0.46869,7.25785,0.71565,2.32108,0.013,0.9,0.1854,0.0,0.12642,0.35537,0.0,0.0,0.0,0.30776,0.0,0.94349,0.0,0.0
0.68542,0.00688,0.00995,0.82419,0.00047,2.95646,0.65219,7.44108,0.58732,2.02887,0.01534,0.9,0.18773,0.0,0.14955,0.40386,0.0,0.0,0.0,0.32966,0.0,0.80832,0.0,0.0
0.68109,0.00738,0.01029,0.83864,0.00065,3.25738,0.50791,7.25785,0.63803,2.38902,0.01596,0.9,0.15191,0.0,0.12674,0.41028,0.0,0.0,0.0,0.38469,0.0,0.89808,0.0,0.0
0.68835,0.00675,0.00823,0.83818,0.00049,3.46905,0.60719,7.57854,0.59975,1.79973,0.01712,0.9,0.18275,0.0,0.13718,0.51247,0.0,0.0,0.0,0.29745,0.0,1.0,0.0,0.0
0.6826,0.00703,0.00864,0.83512,0.00044,3.46602,0.61062,7.77006,0.58902,1.85589,0.01901,0.9,0.16918,0.0,0.1611,0.52059,0.0,0.0,0.0,0.30575,0.0,0.94156,0.0,0.0
0.67877,0.00675,0.00823,0.84241,0.0005,3.55349,0.60719,7.44296,0.58157,1.82582,0.01748,0.9,0.18482,0.0,0.14189,0.51245,0.0,0.0,0.0,0.28423,0.0,0.96351,0.0,0.0
0.67994,0.00668,0.0089,0.84534,0.00047,3.08506,0.63777,7.05982,0.60168,1.85999,0.01753,0.87568,0.2021,0.0,0.13646,0.45001,0.0,0.0,0.0,0.33122,0.0,1.0,0.0,0.0
0.68735,0.00662,0.00929,0.85656,0.00044,3.52075,0.63777,6.28744,0.67988,2.35868,0.02286,0.79444,0.23859,0.0,0.14087,0.42275,0.0,0.0,0.0,0.30407,0.0,1.0,0.0,0.0
0.68203,0.00651,0.00711,0.85186,0.00057,3.61985,0.57579,7.25785,0.80226,2.69917,0.0137,0.9,0.20045,0.0,0.13019,0.41132,0.0,0.0,0.0,0.36617,0.0,1.0,0.0,0.0
0.6881,0.00668,0.00825,0.83322,0.0006,4.95461,0.63047,7.61621,0.63339,1.7548,0.01688,0.9,0.2124,0.0,0.18265,0.54699,0.0,0.0,0.0,0.34575,0.0,1.0,0.0,0.0
0.68238,0.00709,0.00824,0.82778,0.00047,3.49868,0.58471,8.06723,0.59975,1.87665,0.01685,0.9,0.18649,0.0,0.1447,0.50985,0.0,0.0,0.0,0.30228,0.0,0.97299,0.0,0.0
0.67631,0.00704,0.00746,0.82561,0.00047,2.97463,0.59302,8.60886,0.59975,1.62215,0.01652,0.77536,0.18401,0.0,0.14892,0.53986,0.0,0.0,0.0,0.31535,0.0,1.0,0.0,0.0
0.68277,0.00638,0.00891,0.82215,0.00047,3.08506,0.63777,6.91059,0.63193,1.85999,0.01647,0.89331,0.19547,0.0,0.15079,0.50137,0.0,0.0,0.0,0.30407,0.0,1.0,0.0,0.0
